	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj																																
TIGR01058	14.61293129	-1.192144904	1.350546505	-0.88271296	0.377391378	0.999533006	DNA metabolism	"DNA replication, recombination, and repair"	parE_Gpos	"DNA topoisomerase IV, B subunit, Gram-positive"	parE	5.99.1.-	"Operationally, topoisomerase IV is a type II topoisomerase required for the decatenation step of chromosome segregation. Not every bacterium has both a topo II and a topo IV. The topo IV families of the Gram-positive bacteria and the Gram-negative bacteria appear not to represent a single clade among the type II topoisomerases, and are represented by separate models for this reason."																									
TIGR03235	9.636194042	2.430620886	1.339348585	1.814778403	0.069557971	0.999533006	DNA metabolism	Restriction/modification	DNA_S_dndA	cysteine desulfurase DndA	dndA	2.8.1.7	"This model describes DndA, a protein related to IscS and part of a larger family of cysteine desulfurases. It is encoded, typically, divergently from a conserved, sparsely distributed operon for sulfur modification of DNA. This modification system is designated dnd, after the phenotype of DNA degradation during electrophoresis. The system is sporadically distributed in bacteria, much like some restriction enzyme operons. DndB is described as a putative ATPase."																									
TIGR01411	10.66377225	-0.682017379	1.462479725	-0.466343134	0.640969908	0.999533006	Protein fate	Protein and peptide secretion and trafficking	tatAE	"twin arginine-targeting protein translocase, TatA/E family"	tatA	NA	"This HMM distinguishes TatA/E from the related TatB, but does not distinguish TatA from TatE. The Tat (twin-arginine translocation) system is a Sec-independent exporter for folded proteins, often with a redox cofactor already bound, across the bacterial inner membrane. Functionally equivalent systems are found in the chloroplast and some in archaeal species. The signal peptide recognized by the Tat system is modeled by TIGR01409."																									
TIGR02673	15.22680795	-0.003511143	1.122321465	-0.003128465	0.997503851	0.999533006	Cellular processes	Cell division	FtsE	cell division ATP-binding protein FtsE	ftsE	NA	"This model describes FtsE, a member of the ABC transporter ATP-binding protein family. This protein, and its permease partner FtsX, localize to the division site. In a number of species, the ftsEX gene pair is located next to FtsY, the signal recognition particle-docking protein."																									
TIGR03324	21.04946207	-0.605781992	1.027731001	-0.589436333	0.55556861	0.999533006	NA	NA	alt_F1F0_F1_al	"alternate F1F0 ATPase, F1 subunit alpha"	NA	3.6.3.-	"A small number of taxonomically diverse prokaryotic species, including Methanosarcina barkeri, have what appears to be a second ATP synthase, in addition to the normal F1F0 ATPase in bacteria and A1A0 ATPase in archaea. These enzymes use ion gradients to synthesize ATP, and in principle may run in either direction."																									
TIGR02211	11.66820106	-0.10032109	1.2609306	-0.079561151	0.936586294	0.999533006	Protein fate	Protein and peptide secretion and trafficking	LolD_lipo_ex	"lipoprotein releasing system, ATP-binding protein"	lolD	3.6.3.-	"This model represents LolD, a member of the ABC transporter family (PF00005). LolD is involved in localization of lipoproteins in some bacteria. It works with a transmembrane protein LolC, which in some species is a paralogous pair LolC and LolE. Depending on whether the residue immediately following the new, modified N-terminal Cys residue, the nascent lipoprotein may be carried further by LolA and LolB to the outer membrane, or remain at the inner membrane. The top scoring proteins excluded by this model include homologs from the archaeal genus Methanosarcina."																									
TIGR01063	12.6271479	-2.085586522	1.712950521	-1.217540435	0.223398662	0.999533006	DNA metabolism	"DNA replication, recombination, and repair"	gyrA	"DNA gyrase, A subunit"	gyrA	5.99.1.3	"This model describes the common type II DNA topoisomerase (DNA gyrase). Two apparently independently arising families, one in the Proteobacteria and one in Gram-positive lineages, are both designated toposisomerase IV."																									
TIGR01187	13.34471937	-0.285378986	1.229254971	-0.232156056	0.816416808	0.999533006	Transport and binding proteins	"Amino acids, peptides and amines"	potA	spermidine/putrescine ABC transporter ATP-binding subunit	NA	3.6.3.31	"This model describes spermidine/putrescine ABC transporter, ATP binding subunit in bacteria and its equivalents in archaea. This transport system belong to the larger ATP-Binding Cassette (ABC) transporter superfamily. The characteristic feature of these transporter is the obligatory coupling of ATP hydrolysis to substrate translocation. The minimal configuration of bacterial ABC transport system: an ATPase or ATP binding subunit; An integral membrane protein; a hydrophilic polypetpide, which likely functions as substrate binding protein. Polyamines like spermidine and putrescine play vital role in cell proliferation, differentiation, and ion homeostasis. The concentration of polyamines within the cell are regulated by biosynthesis, degradation and transport (uptake and efflux included)."																									
TIGR01830	9.637327247	-1.705967146	1.833921632	-0.930229033	0.352252513	0.999533006	Fatty acid and phospholipid metabolism	Biosynthesis	3oxo_ACP_reduc	3-oxoacyl-(acyl-carrier-protein) reductase	fabG	1.1.1.100	"This HMM represents 3-oxoacyl-[ACP] reductase, also called 3-ketoacyl-acyl carrier protein reductase, an enzyme of fatty acid biosynthesis."																									
TIGR03075	11.33906342	0.505179516	1.221609526	0.413535999	0.679213953	0.999533006	NA	NA	PQQ_enz_alc_DH	"PQQ-dependent dehydrogenase, methanol/ethanol family"	NA	1.1.2.-	"This protein family has a phylogenetic distribution very similar to that coenzyme PQQ biosynthesis enzymes, as shown by partial phylogenetic profiling. Genes in this family often are found adjacent to the PQQ biosynthesis genes themselves. An unusual, strained disulfide bond between adjacent Cys residues contributes to PQQ-binding, as does a Trp residue that is part of a PQQ enzyme repeat (see PF01011). Characterized members include the dehydrogenase subunit of a membrane-anchored, three subunit alcohol (ethanol) dehydrogenase of Gluconobacter suboxydans, a homodimeric ethanol dehydrogenase in Pseudomonas aeruginosa, and the large subunit of an alpha2/beta2 heterotetrameric methanol dehydrogenase in Methylobacterium extorquens."																									
TIGR00972	13.32328875	-0.297620055	1.226112873	-0.24273463	0.808210979	0.999533006	Transport and binding proteins	Anions	3a0107s01c2	"phosphate ABC transporter, ATP-binding protein"	pstB	3.6.3.27	"This HMM represents the ATP-binding protein of a family of ABC transporters for inorganic phosphate. In the model species Escherichia coli, a constitutive transporter for inorganic phosphate, with low affinity, is also present. The high affinity transporter that includes this polypeptide is induced when extracellular phosphate concentrations are low. The proteins most similar to the members of this family but not included appear to be amino acid transporters."																									
TIGR03305	16.68909064	-0.7601316	1.167387849	-0.651138866	0.514956849	0.999533006	NA	NA	alt_F1F0_F1_bet	"alternate F1F0 ATPase, F1 subunit beta"	NA	3.6.3.-	"A small number of taxonomically diverse prokaryotic species have what appears to be a second ATP synthase, in addition to the normal F1F0 ATPase in bacteria and A1A0 ATPase in archaea. These enzymes use ion gradients to synthesize ATP, and in principle may run in either direction."																									
TIGR00490	12.34038412	-2.033149696	1.712561941	-1.187197758	0.235149625	0.999533006	Protein synthesis	Translation factors	aEF-2	translation elongation factor aEF-2	NA	NA	"This model represents archaeal elongation factor 2, a protein more similar to eukaryotic EF-2 than to bacterial EF-G, both in sequence similarity and in sharing with eukaryotes the property of having a diphthamide (modified His) residue at a conserved position. The diphthamide can be ADP-ribosylated by diphtheria toxin in the presence of NAD."																									
TIGR02012	14.55655379	0.025098293	1.125769693	0.02229434	0.982213164	0.999533006	DNA metabolism	"DNA replication, recombination, and repair"	tigrfam_recA	protein RecA	recA	NA	"This model describes orthologs of the recA protein. RecA promotes hybridization of homolgous regions of DNA. A segment of ssDNA can be hybridized to another ssDNA region, or to a dsDNA region. ATP is hydrolyzed in the process. Part of the SOS respones, it is regulated by LexA via autocatalytic cleavage."																									
TIGR01188	13.31246607	-2.140060157	1.694656425	-1.262828338	0.206650878	0.999533006	Transport and binding proteins	Other	drrA	daunorubicin resistance ABC transporter ATP-binding subunit	NA	NA	"This model describes daunorubicin resistance ABC transporter, ATP binding subunit in bacteria and archaea. This model is restricted in its scope to preferentially recognize the ATP binding subunit associated with effux of the drug, daunorubicin. This transport system belong to the larger ATP-Binding Cassette (ABC) transporter superfamily. The characteristic feature of these transporter is the obligatory coupling of ATP hydrolysis to substrate translocation. The minimal configuration of bacterial ABC transport system: an ATPase or ATP binding subunit; An integral membrane protein; a hydrophilic polypetpide, which likely functions as substrate binding protein. In eukaryotes proteins of similar function include p-gyco proteins, multidrug resistance protein etc."																									
TIGR00968	8.925831429	-0.290975931	1.478761488	-0.196770023	0.844007511	0.999533006	Transport and binding proteins	Anions	3a0106s01	"sulfate ABC transporter, ATP-binding protein"	cysA	3.6.3.25	NA																									
