gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj							
TIGR00700	56.5583849	0.96313004	0.247860529	3.885774165	0.000102004	0.001845792	Central intermediary metabolism	Other	GABAtrnsam	"4-aminobutyrate aminotransferase, prokaryotic type"	gabT	2.6.1.19	"This enzyme is a class III pyridoxal-phosphate-dependent aminotransferase. This model describes known bacterial examples of the enzyme. The best archaeal matches are presumed but not trusted to have the equivalent function. The degree of sequence difference between this set and known eukaryotic (mitochondrial) examples is greater than the distance to some proteins known to have different functions, and so separate models are built for prokaryotic and eukaryotic sets. E. coli has two isozymes. Alternate names include GABA transaminase, gamma-amino-N-butyrate transaminase, and beta-alanine--oxoglutarate aminotransferase."
TIGR02639	1361.164829	-0.575889194	0.148858903	-3.86869165	0.000109421	0.00194906	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	ClpA	ATP-dependent Clp protease ATP-binding subunit clpA	clpA	NA	NA
TIGR00508	56.16641191	0.917212707	0.237586995	3.860534155	0.000113139	0.001984291	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Biotin	bioA	adenosylmethionine-8-amino-7-oxononanoate transaminase	bioA	"All members of the seed alignment have been demonstrated experimentally to act as EC 2.6.1.62, an enzyme in the biotin biosynthetic pathway. Alternate names include 7,8-diaminopelargonic acid aminotransferase,"	"All members of the seed alignment have been demonstrated experimentally to act as EC 2.6.1.62, an enzyme in the biotin biosynthetic pathway. Alternate names include 7,8-diaminopelargonic acid aminotransferase,"
TIGR02907	10.52745574	6.375145567	1.661568495	3.836823813	0.000124636	0.002152801	Cellular processes	Sporulation and germination	"SpoVID, the stage VI sporulation protein D, is restricted to endospore-forming members of the bacteria, all of which are found among the Firmicutes. It is widely distributed but not quite universal in this group. Between well-conserved N-terminal and C-terminal domains is a poorly conserved, low-complexity region of variable length, rich enough in glutamic acid to cause spurious BLAST search results unless a filter is used. The seed alignment for this model was trimmed, in effect, by choosing member sequences in which these regions are relatively short. SpoVID is involved in spore coat assembly by the mother cell compartment late in the process of sporulation."	stage VI sporulation protein D	spoVID	NA	"SpoVID, the stage VI sporulation protein D, is restricted to endospore-forming members of the bacteria, all of which are found among the Firmicutes. It is widely distributed but not quite universal in this group. Between well-conserved N-terminal and C-terminal domains is a poorly conserved, low-complexity region of variable length, rich enough in glutamic acid to cause spurious BLAST search results unless a filter is used. The seed alignment for this model was trimmed, in effect, by choosing member sequences in which these regions are relatively short. SpoVID is involved in spore coat assembly by the mother cell compartment late in the process of sporulation."
TIGR01858	16.32935666	1.813410369	0.473230181	3.831983762	0.000127114	0.002162837	NA	NA	tag_bisphos_ald	"class II aldolase, tagatose bisphosphate family"	NA	4.1.2.-	"This HMM describes tagatose-1,6-bisphosphate aldolases, and perhaps other closely related class II aldolases. This tetrameric, Zn2+-dependent enzyme is related to the class II fructose bisphosphate aldolase; fructose 1,6-bisphosphate and tagatose 1,6 bisphosphate differ only in chirality at C4."
TIGR00754	101.3708788	1.491216678	0.390063961	3.823005526	0.000131835	0.002210172	Transport and binding proteins	Cations and iron carrying compounds	bfr	bacterioferritin	bfr	NA	"Bacterioferritin, predominantly an iron-storage protein restricted to Bacteria, has also been designated cytochrome b1 and cytochrome b-557. Bacterioferritin is a homomultimer most species. In Neisseria gonorrhoeae, Synechocystis PCC6803, Magnetospirillum magnetotacticum, and Pseudomonas aeruginosa, two types of subunit are found in a heteromultimeric complex, with each species having one member of each type. At present, both types of subunit are including in this single model."
TIGR02436	37.07361021	-1.324626611	0.349384053	-3.791319605	0.000149849	0.002475766	NA	NA	TIGR02436	four helix bundle protein	NA	NA	"This family describes a protein of unknown function whose structure is a bundle of four long alpha helices. Some of the first members of this family were found encoded in the (atypically large) intervening sequence (IVS) of Leptospira 23S RNA, a region often present in the rRNA gene and removed during rRNA processing without re-ligation. However, this location is not conserved, and naming this protein as a 23S RNA protein is both confusing and inaccurate."
TIGR01151	460.8360786	-5.030699639	1.331834216	-3.77727166	0.000158556	0.002582194	Energy metabolism	Electron transport	psbA	"photosystem II, DI subunit (also called Q(B))"	psbA	1.10.3.9	"This model describes the Photosystem II, DI subunit (also called Q(B)) in bacterial and its equivalents in chloroplast of algae and higher plants. Photosystem II is many ways functionally equivalent to bacterial reaction center. At the core of Photosystem II are several light harvesting cofactors including plastoquinones, pheophytins, phyloquinones etc. These cofactors are intimately associated with the polypeptides, which principally including subunits DI, DII, Cyt.b, Cyt.f and iron-sulphur protein. Together they participate in the electron transfer reactions that lead to the net production of the reducting equivalents in the form of NADPH, which are used for reduction of CO2 to carbohydrates(C6H1206). Phosystem II operates during oxygenic photosynthesis and principal electron donor is H2O. Although no structural data is presently available, a huge body of literature exits that describes function using a variety of biochemical and biophysical techniques."
TIGR02842	20.51998677	1.850060098	0.491866892	3.761302352	0.000169031	0.00260399	Energy metabolism	Electron transport	CyoC	"cytochrome o ubiquinol oxidase, subunit III"	cyoC	1.10.3.-	"Cytochrome o terminal oxidase complex is the component of the aerobic respiratory chain which reacts with oxygen, reducing it to water with the concomitant transport of 4 protons across the membrane."
TIGR03246	50.80144176	0.816247698	0.216588805	3.768651372	0.000164132	0.00260399	Energy metabolism	Amino acids and amines	arg_catab_astC	succinylornithine transaminase family	astC	"Members of the seed alignment for this protein family are the enzyme succinylornithine transaminase (EC 2.6.1.81), which catalyzes the third of five steps in arginine succinyltransferase (AST) pathway, an ammonia-releasing pathway of arginine degradation. All seed alignment sequences are found within arginine succinyltransferase operons, and all proteins that score above 820.0 bits should function as succinylornithine transaminase. However, a number of sequences extremely closely related in sequence, found in different genomic contexts, are likely to act in different biological processes and may act on different substrates. This model is desigated subfamily rather than equivalog, pending further consideration, for this reason."	"Members of the seed alignment for this protein family are the enzyme succinylornithine transaminase (EC 2.6.1.81), which catalyzes the third of five steps in arginine succinyltransferase (AST) pathway, an ammonia-releasing pathway of arginine degradation. All seed alignment sequences are found within arginine succinyltransferase operons, and all proteins that score above 820.0 bits should function as succinylornithine transaminase. However, a number of sequences extremely closely related in sequence, found in different genomic contexts, are likely to act in different biological processes and may act on different substrates. This model is desigated subfamily rather than equivalog, pending further consideration, for this reason."
TIGR01420	157.5963723	-0.969947195	0.257651202	-3.764574696	0.000166833	0.00260399	Cellular processes	Chemotaxis and motility	pilT_fam	pilus retraction protein PilT	NA	NA	"This model represents the PilT subfamily of proteins related to GspE, a protein involved in type II secretion (also called the General Secretion Pathway). PilT is an apparent cytosolic ATPase associated with type IV pilus systems. It is not required for pilin biogenesis, but is required for twitching motility and social gliding behaviors, shown in some species, powered by pilus retraction. Members of this family may be found in some species that type IV pili but have related structures for DNA uptake and natural transformation."
TIGR04416	145.2535471	-1.042846484	0.277030855	-3.764369439	0.00016697	0.00260399	Mobile and extrachromosomal element functions	Other	group_II_RT_mat	group II intron reverse transcriptase/maturase	ltrA	2.7.7.49	"Members of this protein family are multifunctional proteins encoded in most examples of bacterial group II introns. These group II introns are mobile selfish genetic elements, often with multiple highly identical copies per genome. Member proteins have an N-terminal reverse transcriptase (RNA-directed DNA polymerase) domain (PF00078) followed by an RNA-binding maturase domain (PF08388). Some members of this family may have an additional C-terminal DNA endonuclease domain that this model does not cover. A region of the group II intron ribozyme structure should be detectable nearby on the genome by Rfam model RF00029."
TIGR04563	18.07515071	-1.522236709	0.40524029	-3.75638047	0.000172389	0.002620306	NA	NA	TIGR04563	MXAN_4361/MXAN_4362 family small protein	NA	NA	"Members of this family are small proteins that appears to be restricted to and yet universal in the Myxococcales. The function is unknown. Members include two tandem loci in Myxococcus xanthus DK 1622, MXAN_4361 and MXAN_4362, although members are not tandem in other Myxococcales."
TIGR03137	138.2209361	1.122181123	0.301568818	3.721144414	0.000198322	0.00297483	Cellular processes	Adaptations to atypical conditions	AhpC	peroxiredoxin	ahpC	1.11.1.15	"This peroxiredoxin (AhpC, alkylhydroperoxide reductase subunit C) is one subunit of a two-subunit complex with subunit F(TIGR03140). This gene contains two invariant cysteine residues, one near the N-terminus and one near the C-terminus, each followed immediately by a proline residue."
TIGR02729	59.71237072	0.549143318	0.148027161	3.709747015	0.000207466	0.003071581	Protein synthesis	Other	Obg_CgtA	Obg family GTPase CgtA	cgtA	NA	"This model describes a univeral, mostly one-gene-per-genome GTP-binding protein that associates with ribosomal subunits and appears to play a role in ribosomal RNA maturation. This GTPase, related to the nucleolar protein Obg, is designated CgtA in bacteria. Mutations in this gene are pleiotropic, but it appears that effects on cellular functions such as chromosome partition may be secondary to the effect on ribosome structure. Recent work done in Vibrio cholerae shows an essential role in the stringent response, in which RelA-dependent ability to synthesize the alarmone ppGpp is required for deletion of this GTPase to be lethal."
TIGR03080	5.284622683	-4.257768722	1.15955055	-3.671912986	0.000240742	0.003518532	NA	NA	CH4_NH3mon_ox_A	"methane monooxygenase/ammonia monooxygenase, subunit A"	NA	1.14.13.25	"Both ammonia oxidizers such as Nitrosomonas europaea and methanotrophs (obligate methane oxidizers) such as Methylococcus capsulatus each can grow only on their own characteristic substrate. However, both groups have the ability to oxidize both substrates, and so the relevant enzymes must be named here according to their ability to oxidze both. The protein family represented here reflects subunit A of both the particulate methane monooxygenase of methylotrophs and the ammonia monooxygenase of nitrifying bacteria."
TIGR01196	24.01929099	1.770374182	0.48490334	3.650983682	0.000261238	0.003683689	Energy metabolism	Entner-Doudoroff	edd	6-phosphogluconate dehydratase	edd	4.2.1.12	"A close homolog, designated MocB (mannityl opine catabolism), is found in a mannopine catabolism region of a plasmid of Agrobacterium tumefaciens. However, it is not essential for mannopine catabolism, branches within the cluster of 6-phosphogluconate dehydratases (with a short branch length) in a tree rooted by the presence of other dehydyatases. It may represent an authentic 6-phosphogluconate dehydratase, redundant with the chromosomal copy shown to exist in plasmid-cured strains. This HMM includes mocB above the trusted cutoff, although the designation is somewhat tenuous."
TIGR01072	71.72929056	1.229293111	0.33649678	3.653209131	0.000258983	0.003683689	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	murA	2.5.1.7	NA
TIGR03025	123.289275	-0.782511952	0.214357789	-3.650494605	0.000261736	0.003683689	NA	NA	EPS_sugtrans	exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase	NA	NA	Members of this family are generally found near other genes involved in the biosynthesis of a variety of exopolysaccharides. Certain closely related transferase enzymes such as Sinorhizobium ExoY [9] and Lactococcus EpsD [10] lack the N-terminal domain and are not found by this model.
