	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj																															
TIGR01058	352.999365	0.204985204	0.139118844	1.47345391	0.140628683	0.285534088	DNA metabolism	"DNA replication, recombination, and repair"	parE_Gpos	"DNA topoisomerase IV, B subunit, Gram-positive"	parE	5.99.1.-	"Operationally, topoisomerase IV is a type II topoisomerase required for the decatenation step of chromosome segregation. Not every bacterium has both a topo II and a topo IV. The topo IV families of the Gram-positive bacteria and the Gram-negative bacteria appear not to represent a single clade among the type II topoisomerases, and are represented by separate models for this reason."																								
TIGR03235	339.6061938	0.284287309	0.19362051	1.468270632	0.142030725	0.287352715	DNA metabolism	Restriction/modification	DNA_S_dndA	cysteine desulfurase DndA	dndA	2.8.1.7	"This model describes DndA, a protein related to IscS and part of a larger family of cysteine desulfurases. It is encoded, typically, divergently from a conserved, sparsely distributed operon for sulfur modification of DNA. This modification system is designated dnd, after the phenotype of DNA degradation during electrophoresis. The system is sporadically distributed in bacteria, much like some restriction enzyme operons. DndB is described as a putative ATPase."																								
TIGR01411	325.8500718	0.050709837	0.264229496	0.191915883	0.847808095	0.919944731	Protein fate	Protein and peptide secretion and trafficking	tatAE	"twin arginine-targeting protein translocase, TatA/E family"	tatA	NA	"This HMM distinguishes TatA/E from the related TatB, but does not distinguish TatA from TatE. The Tat (twin-arginine translocation) system is a Sec-independent exporter for folded proteins, often with a redox cofactor already bound, across the bacterial inner membrane. Functionally equivalent systems are found in the chloroplast and some in archaeal species. The signal peptide recognized by the Tat system is modeled by TIGR01409."																								
TIGR02673	291.5427762	0.129540711	0.250005915	0.518150585	0.604353209	0.754610443	Cellular processes	Cell division	FtsE	cell division ATP-binding protein FtsE	ftsE	NA	"This model describes FtsE, a member of the ABC transporter ATP-binding protein family. This protein, and its permease partner FtsX, localize to the division site. In a number of species, the ftsEX gene pair is located next to FtsY, the signal recognition particle-docking protein."																								
TIGR03324	536.2123207	-0.398782994	0.258123294	-1.544932225	0.122362658	0.260077934	NA	NA	alt_F1F0_F1_al	"alternate F1F0 ATPase, F1 subunit alpha"	NA	3.6.3.-	"A small number of taxonomically diverse prokaryotic species, including Methanosarcina barkeri, have what appears to be a second ATP synthase, in addition to the normal F1F0 ATPase in bacteria and A1A0 ATPase in archaea. These enzymes use ion gradients to synthesize ATP, and in principle may run in either direction."																								
TIGR02211	264.7108442	-0.198029763	0.265995158	-0.744486346	0.456582298	0.634297318	Protein fate	Protein and peptide secretion and trafficking	LolD_lipo_ex	"lipoprotein releasing system, ATP-binding protein"	lolD	3.6.3.-	"This model represents LolD, a member of the ABC transporter family (PF00005). LolD is involved in localization of lipoproteins in some bacteria. It works with a transmembrane protein LolC, which in some species is a paralogous pair LolC and LolE. Depending on whether the residue immediately following the new, modified N-terminal Cys residue, the nascent lipoprotein may be carried further by LolA and LolB to the outer membrane, or remain at the inner membrane. The top scoring proteins excluded by this model include homologs from the archaeal genus Methanosarcina."																								
TIGR01063	367.7124191	0.040498966	0.17665518	0.229254337	0.818671242	0.910370659	DNA metabolism	"DNA replication, recombination, and repair"	gyrA	"DNA gyrase, A subunit"	gyrA	5.99.1.3	"This model describes the common type II DNA topoisomerase (DNA gyrase). Two apparently independently arising families, one in the Proteobacteria and one in Gram-positive lineages, are both designated toposisomerase IV."																								
TIGR01187	338.1928868	0.624275139	0.245190857	2.546078377	0.010894073	0.040942955	Transport and binding proteins	"Amino acids, peptides and amines"	potA	spermidine/putrescine ABC transporter ATP-binding subunit	NA	3.6.3.31	"This model describes spermidine/putrescine ABC transporter, ATP binding subunit in bacteria and its equivalents in archaea. This transport system belong to the larger ATP-Binding Cassette (ABC) transporter superfamily. The characteristic feature of these transporter is the obligatory coupling of ATP hydrolysis to substrate translocation. The minimal configuration of bacterial ABC transport system: an ATPase or ATP binding subunit; An integral membrane protein; a hydrophilic polypetpide, which likely functions as substrate binding protein. Polyamines like spermidine and putrescine play vital role in cell proliferation, differentiation, and ion homeostasis. The concentration of polyamines within the cell are regulated by biosynthesis, degradation and transport (uptake and efflux included)."																								
TIGR01830	369.3558653	-0.024743412	0.297427785	-0.083191326	0.93369941	0.974033851	Fatty acid and phospholipid metabolism	Biosynthesis	3oxo_ACP_reduc	3-oxoacyl-(acyl-carrier-protein) reductase	fabG	1.1.1.100	"This HMM represents 3-oxoacyl-[ACP] reductase, also called 3-ketoacyl-acyl carrier protein reductase, an enzyme of fatty acid biosynthesis."																								
TIGR03075	206.9270274	-0.011324638	0.351355659	-0.032231266	0.974287622	0.987336117	NA	NA	PQQ_enz_alc_DH	"PQQ-dependent dehydrogenase, methanol/ethanol family"	NA	1.1.2.-	"This protein family has a phylogenetic distribution very similar to that coenzyme PQQ biosynthesis enzymes, as shown by partial phylogenetic profiling. Genes in this family often are found adjacent to the PQQ biosynthesis genes themselves. An unusual, strained disulfide bond between adjacent Cys residues contributes to PQQ-binding, as does a Trp residue that is part of a PQQ enzyme repeat (see PF01011). Characterized members include the dehydrogenase subunit of a membrane-anchored, three subunit alcohol (ethanol) dehydrogenase of Gluconobacter suboxydans, a homodimeric ethanol dehydrogenase in Pseudomonas aeruginosa, and the large subunit of an alpha2/beta2 heterotetrameric methanol dehydrogenase in Methylobacterium extorquens."																								
TIGR00972	372.3850357	0.469579104	0.300533294	1.562486133	0.11817351	0.254510311	Transport and binding proteins	Anions	3a0107s01c2	"phosphate ABC transporter, ATP-binding protein"	pstB	3.6.3.27	"This HMM represents the ATP-binding protein of a family of ABC transporters for inorganic phosphate. In the model species Escherichia coli, a constitutive transporter for inorganic phosphate, with low affinity, is also present. The high affinity transporter that includes this polypeptide is induced when extracellular phosphate concentrations are low. The proteins most similar to the members of this family but not included appear to be amino acid transporters."																								
TIGR03305	489.8414102	0.165856042	0.278497621	0.595538452	0.551483604	0.7161715	NA	NA	alt_F1F0_F1_bet	"alternate F1F0 ATPase, F1 subunit beta"	NA	3.6.3.-	"A small number of taxonomically diverse prokaryotic species have what appears to be a second ATP synthase, in addition to the normal F1F0 ATPase in bacteria and A1A0 ATPase in archaea. These enzymes use ion gradients to synthesize ATP, and in principle may run in either direction."																								
TIGR00490	366.6465676	-0.223977233	0.313203541	-0.715117179	0.474536639	0.652057004	Protein synthesis	Translation factors	aEF-2	translation elongation factor aEF-2	NA	NA	"This model represents archaeal elongation factor 2, a protein more similar to eukaryotic EF-2 than to bacterial EF-G, both in sequence similarity and in sharing with eukaryotes the property of having a diphthamide (modified His) residue at a conserved position. The diphthamide can be ADP-ribosylated by diphtheria toxin in the presence of NAD."																								
TIGR02012	386.7043773	0.536265227	0.214925306	2.495123711	0.012591322	0.045205579	DNA metabolism	"DNA replication, recombination, and repair"	tigrfam_recA	protein RecA	recA	NA	"This model describes orthologs of the recA protein. RecA promotes hybridization of homolgous regions of DNA. A segment of ssDNA can be hybridized to another ssDNA region, or to a dsDNA region. ATP is hydrolyzed in the process. Part of the SOS respones, it is regulated by LexA via autocatalytic cleavage."																								
TIGR01188	288.9603504	-0.255798192	0.229667717	-1.113775135	0.265375667	0.437157303	Transport and binding proteins	Other	drrA	daunorubicin resistance ABC transporter ATP-binding subunit	NA	NA	"This model describes daunorubicin resistance ABC transporter, ATP binding subunit in bacteria and archaea. This model is restricted in its scope to preferentially recognize the ATP binding subunit associated with effux of the drug, daunorubicin. This transport system belong to the larger ATP-Binding Cassette (ABC) transporter superfamily. The characteristic feature of these transporter is the obligatory coupling of ATP hydrolysis to substrate translocation. The minimal configuration of bacterial ABC transport system: an ATPase or ATP binding subunit; An integral membrane protein; a hydrophilic polypetpide, which likely functions as substrate binding protein. In eukaryotes proteins of similar function include p-gyco proteins, multidrug resistance protein etc."																								
TIGR00968	308.9132078	0.660978183	0.228459576	2.893195349	0.00381344	0.017811748	Transport and binding proteins	Anions	3a0106s01	"sulfate ABC transporter, ATP-binding protein"	cysA	3.6.3.25	NA																								
TIGR02937	336.3534336	-0.07692145	0.264724912	-0.290571257	0.771379246	0.877269984	NA	NA	sigma70-ECF	"RNA polymerase sigma factor, sigma-70 family"	NA	NA	"This model encompasses all varieties of the sigma-70 type sigma factors including the ECF subfamily. Several PFAM models hit segments of these sequences including Sigma-70 region 2 (PF04542) and Sigma-70, region 4 (PF04545), but not always above their respective trusted cutoffs."																								
